平台,UI_ID,页面,路由,模板ID,计划版本,需求ID,API契约,operationId,数据表,配置组,配置项,字段规格,状态规格,动作规格,测试ID,UI参考,DoR状态,绑定成熟度
ANDROID,SCR-MYC-003,内容管理详情,/me/contents/{id},MOB-DETAIL,R12,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/copy;GET /api/v1/contents/{id}/analytics,contentGetContentsById;contentPostContentsByIdCopy;contentGetContentsByIdAnalytics,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;users;user_profiles;user_settings;user_status_logs;identity_review_records;manual_review_cases;content_reports;chat_reports;content_appeals,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#SCR-MYC-003,catalogs/ui_page_states.csv#SCR-MYC-003,catalogs/ui_action_matrix.csv#SCR-MYC-003,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY;TST-PUBLISH_001-IDEMPOTENT;TST-CONTENT_002-IDEMPOTENT,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-MYC-004,审核记录,/me/contents/{id}/reviews,MOB-LIST,R12,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/contents/{id}/reviews,contentGetContentsByIdReviews,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;users;user_profiles;user_settings;user_status_logs;identity_review_records;manual_review_cases;content_reports;chat_reports;content_appeals,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#SCR-MYC-004,catalogs/ui_page_states.csv#SCR-MYC-004,catalogs/ui_action_matrix.csv#SCR-MYC-004,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-MYC-005,内容数据,/me/contents/{id}/analytics,MOB-LIST,R12,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/contents/{id}/analytics,contentGetContentsByIdAnalytics,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;users;user_profiles;user_settings;user_status_logs;identity_review_records;manual_review_cases;content_reports;chat_reports;content_appeals,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#SCR-MYC-005,catalogs/ui_page_states.csv#SCR-MYC-005,catalogs/ui_action_matrix.csv#SCR-MYC-005,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-MSG-001,消息中心,/messages,MOB-HOME,R15,REQ-CHAT-001;REQ-NOTIFY-001,GET /api/v1/conversations;GET /api/v1/notifications;GET /api/v1/announcements,chatGetConversations;notificationGetNotifications;notificationGetAnnouncements,conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;notifications;notification_deliveries;announcements;announcement_reads;users;user_credentials;auth_security_challenges;user_sessions;user_devices;sms_verification_codes;login_logs;user_profiles;user_settings;user_status_logs,chat;notification,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days;notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,catalogs/ui_page_fields.csv#SCR-MSG-001,catalogs/ui_page_states.csv#SCR-MSG-001,catalogs/ui_action_matrix.csv#SCR-MSG-001,TST-CHAT_001-HAPPY;TST-NOTIFY_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-CHAT-001,会话列表,/messages/chats,MOB-CHAT-LIST,R14,REQ-CHAT-001;REQ-CHAT-002,GET /api/v1/conversations,chatGetConversations,conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;notifications;notification_deliveries;announcements;announcement_reads,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,catalogs/ui_page_fields.csv#SCR-CHAT-001,catalogs/ui_page_states.csv#SCR-CHAT-001,catalogs/ui_action_matrix.csv#SCR-CHAT-001,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY,B07/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-CHAT-002,私聊页,/messages/chat/{conversationId},MOB-CHAT-DETAIL,R14,REQ-CHAT-001;REQ-CHAT-002,GET /api/v1/conversations/{id}/messages;POST /api/v1/conversations/{id}/messages;POST /api/v1/conversations/{id}/read,chatGetConversationsByIdMessages;chatPostConversationsByIdMessages;chatPostConversationsByIdRead,conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;notifications;notification_deliveries;announcements;announcement_reads,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,catalogs/ui_page_fields.csv#SCR-CHAT-002,catalogs/ui_page_states.csv#SCR-CHAT-002,catalogs/ui_action_matrix.csv#SCR-CHAT-002,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_002-IDEMPOTENT,B07/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SHEET-CHAT-001,发送联系方式,sheet://chat-contact,MOB-SHEET,R14,REQ-CHAT-001;REQ-CHAT-002,POST /api/v1/conversations/{id}/messages,chatPostConversationsByIdMessages,conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;notifications;notification_deliveries;announcements;announcement_reads,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,catalogs/ui_page_fields.csv#SHEET-CHAT-001,catalogs/ui_page_states.csv#SHEET-CHAT-001,catalogs/ui_action_matrix.csv#SHEET-CHAT-001,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_002-IDEMPOTENT,B07/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SHEET-CHAT-002,聊天举报,sheet://chat-report,MOB-SHEET,R14,REQ-CHAT-001;REQ-CHAT-002,POST /api/v1/conversations/{id}/report,chatPostConversationsByIdReport,conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;notifications;notification_deliveries;announcements;announcement_reads,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,catalogs/ui_page_fields.csv#SHEET-CHAT-002,catalogs/ui_page_states.csv#SHEET-CHAT-002,catalogs/ui_action_matrix.csv#SHEET-CHAT-002,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_002-IDEMPOTENT,B07/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-NOTICE-001,通知列表,/messages/notifications,MOB-LIST,R15,REQ-NOTIFY-001,GET /api/v1/notifications;POST /api/v1/notifications/read-all,notificationGetNotifications;notificationPostNotificationsReadAll,notifications;notification_deliveries;announcements;announcement_reads;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_credentials;auth_security_challenges;user_sessions;user_devices;sms_verification_codes;login_logs;user_profiles;user_settings;user_status_logs,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,catalogs/ui_page_fields.csv#SCR-NOTICE-001,catalogs/ui_page_states.csv#SCR-NOTICE-001,catalogs/ui_action_matrix.csv#SCR-NOTICE-001,TST-NOTIFY_001-HAPPY;TST-NOTIFY_001-IDEMPOTENT,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-NOTICE-002,通知详情,/messages/notifications/{id},MOB-DETAIL,R15,REQ-NOTIFY-001,GET /api/v1/notifications;POST /api/v1/notifications/{id}/read,notificationGetNotifications;notificationPostNotificationsByIdRead,notifications;notification_deliveries;announcements;announcement_reads;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_credentials;auth_security_challenges;user_sessions;user_devices;sms_verification_codes;login_logs;user_profiles;user_settings;user_status_logs,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,catalogs/ui_page_fields.csv#SCR-NOTICE-002,catalogs/ui_page_states.csv#SCR-NOTICE-002,catalogs/ui_action_matrix.csv#SCR-NOTICE-002,TST-NOTIFY_001-HAPPY;TST-NOTIFY_001-IDEMPOTENT,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-ANN-001,公告列表,/messages/announcements,MOB-LIST,R15,REQ-NOTIFY-001,GET /api/v1/announcements,notificationGetAnnouncements,notifications;notification_deliveries;announcements;announcement_reads;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_credentials;auth_security_challenges;user_sessions;user_devices;sms_verification_codes;login_logs;user_profiles;user_settings;user_status_logs,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,catalogs/ui_page_fields.csv#SCR-ANN-001,catalogs/ui_page_states.csv#SCR-ANN-001,catalogs/ui_action_matrix.csv#SCR-ANN-001,TST-NOTIFY_001-HAPPY,B07/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-ANN-002,公告详情,/messages/announcements/{id},MOB-DETAIL,R15,REQ-NOTIFY-001,GET /api/v1/announcements/{id},notificationGetAnnouncementsById,notifications;notification_deliveries;announcements;announcement_reads;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_credentials;auth_security_challenges;user_sessions;user_devices;sms_verification_codes;login_logs;user_profiles;user_settings;user_status_logs,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,catalogs/ui_page_fields.csv#SCR-ANN-002,catalogs/ui_page_states.csv#SCR-ANN-002,catalogs/ui_action_matrix.csv#SCR-ANN-002,TST-NOTIFY_001-HAPPY,B07/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-ME-001,我的首页,/me,MOB-HOME,R12,REQ-PUBLISHER-001,GET /api/v1/me;GET /api/v1/me/membership;GET /api/v1/me/reward-account,userGetMe;membershipGetMeMembership;rewardGetMeRewardAccount,users;user_profiles;user_settings;user_status_logs;membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes;reward_accounts;reward_ledger;reward_settlements;reward_freezes;accounting_entries;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs,auth;membership;withdrawal,auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required;membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled;withdrawal.min_amount_cent.normal;withdrawal.fee.fixed_cent.normal;withdrawal.fee.bps.normal;withdrawal.daily_count.normal;withdrawal.min_amount_cent.month;withdrawal.fee.fixed_cent.month;withdrawal.fee.bps.month;withdrawal.daily_count.month,catalogs/ui_page_fields.csv#SCR-ME-001,catalogs/ui_page_states.csv#SCR-ME-001,catalogs/ui_action_matrix.csv#SCR-ME-001,TST-PUBLISHER_001-HAPPY,B08/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-ME-002,个人资料,/me/profile,MOB-FORM,R12,REQ-PUBLISHER-001,GET /api/v1/me;PATCH /api/v1/me/profile,userGetMe;userPatchMeProfile,users;user_profiles;user_settings;user_status_logs;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes;reward_accounts;reward_ledger;reward_settlements;reward_freezes;accounting_entries,auth,auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required,catalogs/ui_page_fields.csv#SCR-ME-002,catalogs/ui_page_states.csv#SCR-ME-002,catalogs/ui_action_matrix.csv#SCR-ME-002,TST-PUBLISHER_001-HAPPY;TST-PUBLISHER_001-IDEMPOTENT,B08/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-FAV-001,我的收藏,/me/favorites,MOB-LIST,R13,REQ-ACTIVITY-001,GET /api/v1/me/favorites;DELETE /api/v1/contents/{id}/favorite,contentGetMeFavorites;contentDeleteContentsByIdFavorite,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#SCR-FAV-001,catalogs/ui_page_states.csv#SCR-FAV-001,catalogs/ui_action_matrix.csv#SCR-FAV-001,TST-ACTIVITY_001-HAPPY;TST-ACTIVITY_001-IDEMPOTENT,B08/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-HIS-001,浏览记录,/me/history,MOB-LIST,R13,REQ-ACTIVITY-001,GET /api/v1/me/history,contentGetMeHistory,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#SCR-HIS-001,catalogs/ui_page_states.csv#SCR-HIS-001,catalogs/ui_action_matrix.csv#SCR-HIS-001,TST-ACTIVITY_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-ORDER-001,订单列表,/me/orders,MOB-LIST,R16,REQ-ORDER-001;REQ-NOREFUND-001,GET /api/v1/me/orders,orderGetMeOrders,orders;order_items;order_price_snapshots;system_configs,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,catalogs/ui_page_fields.csv#SCR-ORDER-001,catalogs/ui_page_states.csv#SCR-ORDER-001,catalogs/ui_action_matrix.csv#SCR-ORDER-001,TST-ORDER_001-HAPPY;TST-NOREFUND_001-HAPPY,B08/P04,READY,EXACT_CONSTRUCTION_BOUND_R16_CR0440
ANDROID,SCR-ORDER-002,订单详情,/me/orders/{id},MOB-DETAIL,R16,REQ-ORDER-001;REQ-NOREFUND-001,GET /api/v1/me/orders/{orderNo},orderGetMeOrdersByOrderno,orders;order_items;order_price_snapshots;system_configs,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,catalogs/ui_page_fields.csv#SCR-ORDER-002,catalogs/ui_page_states.csv#SCR-ORDER-002,catalogs/ui_action_matrix.csv#SCR-ORDER-002,TST-ORDER_001-HAPPY;TST-NOREFUND_001-HAPPY,SPEC:design/R16-UI-FROZEN/specs/SCR-ORDER-002.md,READY,EXACT_CONSTRUCTION_BOUND_R16_CR0440
ANDROID,SCR-MEMBER-001,会员中心,/me/membership,MOB-DETAIL,R18,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,GET /api/v1/membership/skus;GET /api/v1/me/membership,membershipGetMembershipSkus;membershipGetMeMembership,membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,catalogs/ui_page_fields.csv#SCR-MEMBER-001,catalogs/ui_page_states.csv#SCR-MEMBER-001,catalogs/ui_action_matrix.csv#SCR-MEMBER-001,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-MEMBER-002,会员购买确认,/me/membership/buy/{skuId},MOB-CHECKOUT,R18,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,GET /api/v1/membership/skus;POST /api/v1/membership/orders,membershipGetMembershipSkus;membershipPostMembershipOrders,membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,catalogs/ui_page_fields.csv#SCR-MEMBER-002,catalogs/ui_page_states.csv#SCR-MEMBER-002,catalogs/ui_action_matrix.csv#SCR-MEMBER-002,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY;TST-MEMBER_001-IDEMPOTENT;TST-MEMBER_002-IDEMPOTENT;TST-MEMBER_003-IDEMPOTENT,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-MEMBER-003,会员升级,/me/membership/upgrade,MOB-CHECKOUT,R18,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,POST /api/v1/membership/upgrade-quotes;POST /api/v1/membership/upgrade-orders,membershipPostMembershipUpgradeQuotes;membershipPostMembershipUpgradeOrders,membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,catalogs/ui_page_fields.csv#SCR-MEMBER-003,catalogs/ui_page_states.csv#SCR-MEMBER-003,catalogs/ui_action_matrix.csv#SCR-MEMBER-003,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY;TST-MEMBER_001-IDEMPOTENT;TST-MEMBER_002-IDEMPOTENT;TST-MEMBER_003-IDEMPOTENT,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-MEMBER-004,会员权益明细,/me/membership/benefits,MOB-DETAIL,R18,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,GET /api/v1/me/membership,membershipGetMeMembership,membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,catalogs/ui_page_fields.csv#SCR-MEMBER-004,catalogs/ui_page_states.csv#SCR-MEMBER-004,catalogs/ui_action_matrix.csv#SCR-MEMBER-004,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-PROP-001,道具商城,/me/props/store,MOB-LIST,R19,REQ-PROP-001;REQ-PROP-002,GET /api/v1/props/store;POST /api/v1/props/orders,propGetPropsStore;propPostPropsOrders,prop_products;prop_skus;user_props;content_exposure_entitlements;content_refresh_records;headline_slot_bookings;prop_execution_logs;system_configs,props,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month,catalogs/ui_page_fields.csv#SCR-PROP-001,catalogs/ui_page_states.csv#SCR-PROP-001,catalogs/ui_action_matrix.csv#SCR-PROP-001,TST-PROP_001-HAPPY;TST-PROP_002-HAPPY;TST-PROP_001-IDEMPOTENT;TST-PROP_002-IDEMPOTENT,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-PROP-002,我的道具,/me/props,MOB-LIST,R19,REQ-PROP-001;REQ-PROP-002,GET /api/v1/me/props,propGetMeProps,prop_products;prop_skus;user_props;content_exposure_entitlements;content_refresh_records;headline_slot_bookings;prop_execution_logs;system_configs,props,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month,catalogs/ui_page_fields.csv#SCR-PROP-002,catalogs/ui_page_states.csv#SCR-PROP-002,catalogs/ui_action_matrix.csv#SCR-PROP-002,TST-PROP_001-HAPPY;TST-PROP_002-HAPPY,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-PROP-003,使用道具,/me/props/use/{id},MOB-FORM,R19,REQ-PROP-001;REQ-PROP-002,GET /api/v1/me/props;POST /api/v1/me/props/{id}/use,propGetMeProps;propPostMePropsByIdUse,prop_products;prop_skus;user_props;content_exposure_entitlements;content_refresh_records;headline_slot_bookings;prop_execution_logs;system_configs,props,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month,catalogs/ui_page_fields.csv#SCR-PROP-003,catalogs/ui_page_states.csv#SCR-PROP-003,catalogs/ui_action_matrix.csv#SCR-PROP-003,TST-PROP_001-HAPPY;TST-PROP_002-HAPPY;TST-PROP_001-IDEMPOTENT;TST-PROP_002-IDEMPOTENT,B11/P01-P08,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-REF-001,推广中心,/me/referral,MOB-HOME,R25,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/overview,referralGetMeReferralOverview,invite_codes;referral_relations;commission_records;referral_activity_progress;referral_milestone_rewards;h5_page_configs;cms_articles;agreements;app_versions;content_posts;referral_activity_rule_versions;referral_activity_rules,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,catalogs/ui_page_fields.csv#SCR-REF-001,catalogs/ui_page_states.csv#SCR-REF-001,catalogs/ui_action_matrix.csv#SCR-REF-001,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-REF-002,邀请好友,/me/referral/invite,MOB-DETAIL,R25,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/invite-assets,referralGetMeReferralInviteAssets,invite_codes;referral_relations;commission_records;referral_activity_progress;referral_milestone_rewards;h5_page_configs;cms_articles;agreements;app_versions;content_posts;referral_activity_rule_versions;referral_activity_rules,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,catalogs/ui_page_fields.csv#SCR-REF-002,catalogs/ui_page_states.csv#SCR-REF-002,catalogs/ui_action_matrix.csv#SCR-REF-002,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-REF-003,邀请海报,/me/referral/posters,MOB-DETAIL,R25,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/posters,referralGetMeReferralPosters,invite_codes;referral_relations;commission_records;referral_activity_progress;referral_milestone_rewards;h5_page_configs;cms_articles;agreements;app_versions;content_posts;referral_activity_rule_versions;referral_activity_rules,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,catalogs/ui_page_fields.csv#SCR-REF-003,catalogs/ui_page_states.csv#SCR-REF-003,catalogs/ui_action_matrix.csv#SCR-REF-003,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-REF-004,直推用户,/me/referral/direct,MOB-LIST,R26,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/direct-users,referralGetMeReferralDirectUsers,invite_codes;referral_relations;commission_records;referral_activity_progress;referral_milestone_rewards;h5_page_configs;cms_articles;agreements;app_versions;content_posts;referral_activity_rule_versions;referral_activity_rules,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,catalogs/ui_page_fields.csv#SCR-REF-004,catalogs/ui_page_states.csv#SCR-REF-004,catalogs/ui_action_matrix.csv#SCR-REF-004,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ANDROID,SCR-REF-005,二级用户,/me/referral/level2,MOB-LIST,R25,REQ-REF-001;REQ-REF-002;REQ-REF-ACT-001;REQ-REF-ACT-002,GET /api/v1/me/referral/level2-users,referralGetMeReferralLevel2Users,invite_codes;referral_relations;commission_records;referral_activity_progress;referral_milestone_rewards;h5_page_configs;cms_articles;agreements;app_versions;content_posts;referral_activity_rule_versions;referral_activity_rules,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,catalogs/ui_page_fields.csv#SCR-REF-005,catalogs/ui_page_states.csv#SCR-REF-005,catalogs/ui_action_matrix.csv#SCR-REF-005,TST-REF_001-HAPPY;TST-REF_002-HAPPY;TST-REF_ACT_001-HAPPY;TST-REF_ACT_002-HAPPY,B10/B08/P06-P07/P01,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
