transition_id,timestamp,release,task_id,story_id,from_status,to_status,session_id,actor_id,reason
TRN-3B63590CF0E6,2026-07-18T07:08:36Z,R02,TASK-R02-004,STORY-R02-001,READY,IN_PROGRESS,SES-20260718T070836Z-25E39817,codex-root,会话领取任务
TRN-18005EF1B8F4,2026-07-18T08:17:45Z,R02,TASK-R02-005,STORY-R02-008,READY,IN_PROGRESS,SES-20260718T081744Z-71EAAA84,codex-root,会话领取任务
TRN-7CFA31EBDBF8,2026-07-18T08:47:29Z,R02,TASK-R02-006,STORY-R02-009,READY,IN_PROGRESS,SES-20260718T084729Z-BD53B7C4,codex-root,会话领取任务
TRN-0BCEACF492B2,2026-07-18T10:50:25Z,R02,TASK-R02-007,STORY-R02-009,READY,IN_PROGRESS,SES-20260718T105025Z-0B8DE284,codex-root,会话领取任务
TRN-3BD6303A80B9,2026-07-18T13:26:50Z,R03,TASK-R03-001,STORY-R03-004,READY,IN_PROGRESS,SES-20260718T132650Z-C5038104,codex-root,会话领取任务
TRN-C720E2A1E5C3,2026-07-18T13:31:51Z,R03,TASK-R03-002,STORY-R03-001,READY,IN_PROGRESS,SES-20260718T133151Z-12DB5949,codex-root,会话领取任务
TRN-1686D9450233,2026-07-18T14:26:39Z,R03,TASK-R03-003,STORY-R03-002,READY,IN_PROGRESS,SES-20260718T142638Z-EF4C3723,codex-root,会话领取任务
TRN-13BC662575B3,2026-07-18T14:53:28Z,R03,TASK-R03-004,STORY-R03-003,READY,IN_PROGRESS,SES-20260718T145327Z-DEA562CB,codex-root,会话领取任务
TRN-4DA26C35977A,2026-07-18T15:20:13Z,R03,TASK-R03-005,STORY-R03-004,READY,IN_PROGRESS,SES-20260718T152013Z-8B704646,codex-root,会话领取任务
TRN-AB73BBDF9FA9,2026-07-18T16:23:21Z,R03,TASK-R03-006,STORY-R03-004,READY,IN_PROGRESS,SES-20260718T162320Z-23C14331,codex-root,会话领取任务
TRN-2A0B67091330,2026-07-18T16:58:42Z,R03,TASK-R03-007,STORY-R03-004,READY,IN_PROGRESS,SES-20260718T165842Z-356A8138,codex-root,会话领取任务
TRN-719577C27F1C,2026-07-18T20:06:08Z,R03,TASK-R03-007,STORY-R03-004,IN_PROGRESS,IN_PROGRESS,SES-20260718T200607Z-3569D212,codex-root,会话领取任务
TRN-AC3F88D16784,2026-07-19T08:19:43Z,R03,TASK-R03-008,STORY-R03-004,READY,IN_PROGRESS,SES-20260719T081942Z-8D5C4241,codex-root,会话领取任务
TRN-9B8421CA1B25,2026-07-19T08:37:05Z,R04,TASK-R04-001,STORY-R04-002,READY,IN_PROGRESS,SES-20260719T083704Z-6E4CE28F,codex-root,会话领取任务
TRN-6110C7612C53,2026-07-19T08:54:23Z,R04,TASK-R04-002,STORY-R04-002,READY,IN_PROGRESS,SES-20260719T085423Z-0385FEE0,codex-root,会话领取任务
TRN-C5712C7FEDBD,2026-07-19T11:35:22Z,R04,TASK-R04-003,STORY-R04-001,READY,IN_PROGRESS,SES-20260719T113522Z-6B27AD4B,codex-root,会话领取任务
TRN-3264F09DDD79,2026-07-19T12:26:08Z,R04,TASK-R04-004,STORY-R04-001,READY,IN_PROGRESS,SES-20260719T122607Z-04FDBE70,codex-root,会话领取任务
TRN-3E90FD9073DD,2026-07-19T13:08:25Z,R04,TASK-R04-005,STORY-R04-002,READY,IN_PROGRESS,SES-20260719T130824Z-06DC3492,codex-root,会话领取任务
TRN-AEE5C6D4EFCC,2026-07-19T13:59:09Z,R04,TASK-R04-006,STORY-R04-002,READY,IN_PROGRESS,SES-20260719T135908Z-32D952EC,codex-root,会话领取任务
TRN-AF9D9576567C,2026-07-19T14:44:44Z,R04,TASK-R04-007,STORY-R04-001,READY,IN_PROGRESS,SES-20260719T144443Z-BF11796E,codex-root,会话领取任务
TRN-FF85FC3E3B68,2026-07-19T16:04:38Z,R04,TASK-R04-008,STORY-R04-002,READY,IN_PROGRESS,SES-20260719T160438Z-BF4F2F1D,codex-root,会话领取任务
TRN-7EEB9B398891,2026-07-19T16:14:34Z,R05,TASK-R05-001,STORY-R05-008,READY,IN_PROGRESS,SES-20260719T161434Z-47C1FAA4,codex-root,会话领取任务
TRN-70BE4F37F991,2026-07-19T16:23:33Z,R05,TASK-R05-002,STORY-R05-008,READY,IN_PROGRESS,SES-20260719T162332Z-9372DEF2,codex-root,会话领取任务
TRN-9845FD50E711,2026-07-19T16:54:02Z,R05,TASK-R05-003,STORY-R05-008,READY,IN_PROGRESS,SES-20260719T165401Z-12791729,codex-root,会话领取任务
TRN-AA8CA7530EDD,2026-07-19T18:33:36Z,R05,TASK-R05-004,STORY-R05-001,READY,IN_PROGRESS,SES-20260719T183335Z-535311E4,codex-root,会话领取任务
TRN-17ACD1848877,2026-07-19T22:40:52Z,R05,TASK-R05-005,STORY-R05-001,READY,IN_PROGRESS,SES-20260719T224052Z-2C69767F,codex-root,会话领取任务
TRN-242E3496B990,2026-07-19T23:05:27Z,R05,TASK-R05-006,STORY-R05-001,READY,IN_PROGRESS,SES-20260719T230526Z-55ABC07F,codex-root,会话领取任务
TRN-EE8C60C3FA44,2026-07-19T23:46:40Z,R05,TASK-R05-007,STORY-R05-001,READY,IN_PROGRESS,SES-20260719T234639Z-1D7D7A00,codex-root,会话领取任务
TRN-CC0D00DA736F,2026-07-20T09:58:31Z,R05,TASK-R05-008,STORY-R05-008,READY,IN_PROGRESS,SES-20260720T095830Z-752E5121,codex-root,会话领取任务
TRN-B976848B4DB8,2026-07-20T15:55:47Z,R06,TASK-R06-001,STORY-R06-005,READY,IN_PROGRESS,SES-20260720T155546Z-F13C645A,codex-root,会话领取任务
TRN-D1B6297F4500,2026-07-20T16:06:53Z,R06,TASK-R06-002,STORY-R06-005,READY,IN_PROGRESS,SES-20260720T160653Z-1DDCDB22,codex-root,会话领取任务
TRN-C7C9221D1B82,2026-07-20T16:32:45Z,R06,TASK-R06-003,STORY-R06-005,READY,IN_PROGRESS,SES-20260720T163244Z-D1F3CEE8,codex-root,会话领取任务
TRN-3FF4D5221F58,2026-07-20T17:30:39Z,R06,TASK-R06-004,STORY-R06-001,READY,IN_PROGRESS,SES-20260720T173038Z-35648A77,codex-root,会话领取任务
TRN-793C15D200BF,2026-07-21T01:26:57Z,R06,TASK-R06-005,STORY-R06-005,READY,IN_PROGRESS,SES-20260721T012656Z-E067730A,codex-root,会话领取任务
TRN-A20A071A670D,2026-07-21T02:02:26Z,R06,TASK-R06-006,STORY-R06-005,READY,IN_PROGRESS,SES-20260721T020225Z-397AF410,codex-root,会话领取任务
TRN-BCEA665B53B9,2026-07-21T04:34:35Z,R06,TASK-R06-007,STORY-R06-001,READY,IN_PROGRESS,SES-20260721T043434Z-868F3619,codex-root,会话领取任务
TRN-DD3561682A9E,2026-07-21T05:57:10Z,R06,TASK-R06-008,STORY-R06-005,READY,IN_PROGRESS,SES-20260721T055708Z-741C3D49,codex-root,会话领取任务
TRN-4981A18D5035,2026-07-21T08:20:27Z,R07,TASK-R07-001,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T082026Z-E6763DFE,codex-root,会话领取任务
TRN-1579A9154BF2,2026-07-21T09:02:18Z,R07,TASK-R07-002,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T090217Z-21EF6428,codex-root,会话领取任务
TRN-CEB4C3D3C624,2026-07-21T13:03:40Z,R07,TASK-R07-002,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T130339Z-785E85BE,codex-root-r07,会话领取任务
TRN-630BFAD72A20,2026-07-21T17:10:27Z,R07,TASK-R07-003,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T171025Z-A3718A1C,codex-root-r07-003,会话领取任务
TRN-678401844011,2026-07-21T19:03:07Z,R07,TASK-R07-004,STORY-R07-001,READY,IN_PROGRESS,SES-20260721T190306Z-32CB66BF,codex-root-r07-004,会话领取任务
TRN-2EDC091C2223,2026-07-21T19:34:35Z,R07,TASK-R07-005,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T193434Z-0C5F0BFA,codex-root-r07-005,会话领取任务
TRN-967A3A5B5BA9,2026-07-21T20:17:48Z,R07,TASK-R07-006,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T201747Z-CD80A1EE,codex-root-r07-006,会话领取任务
TRN-D86994BC5470,2026-07-21T21:02:53Z,R07,TASK-R07-007,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T210252Z-D631F6E4,codex-root-r07-007,会话领取任务
TRN-38F92C59B826,2026-07-21T23:58:49Z,R07,TASK-R07-008,STORY-R07-005,READY,IN_PROGRESS,SES-20260721T235847Z-F9109B61,codex-root-r07-008,会话领取任务
TRN-07F5A5C05A2A,2026-07-22T00:24:46Z,R08,TASK-R08-001,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T002444Z-8BEC3CA6,codex-root-r08-001,会话领取任务
TRN-2D308B6583B2,2026-07-22T00:46:02Z,R08,TASK-R08-002,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T004601Z-1DC3809E,codex-root-r08-002,会话领取任务
TRN-D80F6EB3F158,2026-07-22T01:22:25Z,R08,TASK-R08-003,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T012224Z-E70EA3B7,codex-root-r08-003,会话领取任务
TRN-212DF23D2F8E,2026-07-22T03:16:05Z,R08,TASK-R08-004,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T031604Z-105CF4C6,codex-root-r08-004,会话领取任务
TRN-DAC8904BBFD5,2026-07-22T05:36:40Z,R08,TASK-R08-005,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T053639Z-033C23B5,codex-root-r08-005,会话领取任务
TRN-3E393855243A,2026-07-22T06:09:49Z,R08,TASK-R08-006,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T060947Z-B45C6BC0,codex-root-r08-006,会话领取任务
TRN-42AA585CDCE5,2026-07-22T06:46:22Z,R08,TASK-R08-007,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T064621Z-68304DE1,codex-root-r08-007,会话领取任务
TRN-536B3E88AF9D,2026-07-22T09:36:47Z,R08,TASK-R08-008,STORY-R08-004,READY,IN_PROGRESS,SES-20260722T093645Z-C7DB8EF0,codex-root-r08-008,会话领取任务
TRN-22C197FB1144,2026-07-22T15:34:52Z,R09,TASK-R09-001,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T153450Z-FAD75B8D,codex-root-r09-ui-audit,会话领取任务
TRN-EAEAEE2F417A,2026-07-22T18:12:00Z,R09,TASK-R09-002,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T181159Z-F501CFF5,codex-root-r09-data,会话领取任务
TRN-C115BAEB8E06,2026-07-22T18:32:24Z,R09,TASK-R09-003,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T183222Z-79C9A5DB,codex-root-r09-backend,会话领取任务
TRN-A0B818D6EC56,2026-07-22T19:02:22Z,R09,TASK-R09-004,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T190220Z-19869F4B,codex-root-r09-client,会话领取任务
TRN-5632B808A1AA,2026-07-22T19:41:42Z,R09,TASK-R09-005,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T194140Z-BCF8BB57,codex-root-r09-tests,会话领取任务
TRN-80E58783ECAE,2026-07-22T20:05:11Z,R09,TASK-R09-006,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T200509Z-8FC026EC,codex-root-r09-observability,会话领取任务
TRN-F9F865635EAB,2026-07-22T20:54:12Z,R09,TASK-R09-007,STORY-R09-004,READY,IN_PROGRESS,SES-20260722T205410Z-782F22B9,codex-root-r09-candidate,会话领取任务
TRN-BB5B29CAABD5,2026-07-23T02:42:14Z,R09,TASK-R09-008,STORY-R09-004,READY,IN_PROGRESS,SES-20260723T024212Z-696F7963,codex-root-r09-machine-close,会话领取任务
TRN-15AFFA52E4DA,2026-07-23T02:51:06Z,R10,TASK-R10-001,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T025104Z-E29F6208,codex-root-r10-entry,会话领取任务
TRN-E6B4E3D44A16,2026-07-23T04:53:54Z,R10,TASK-R10-002,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T045352Z-FC8DC2CF,codex-root-r10-data,会话领取任务
TRN-1168B6AF55E1,2026-07-23T06:25:52Z,R10,TASK-R10-003,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T062549Z-79779015,codex-root-r10-backend,会话领取任务
TRN-FB693511AB84,2026-07-23T07:47:20Z,R10,TASK-R10-004,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T074719Z-AB4D0E80,codex-root-r10-client,会话领取任务
TRN-7D4AC37706EB,2026-07-23T11:43:18Z,R10,TASK-R10-005,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T114316Z-44EBE3C1,codex-root-r10-tests,会话领取任务
TRN-46DFAF915ED3,2026-07-23T11:55:57Z,R10,TASK-R10-006,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T115555Z-5C81458B,codex-root-r10-observability,会话领取任务
TRN-EED5520BDCDA,2026-07-23T12:29:55Z,R10,TASK-R10-007,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T122953Z-52EBA51E,codex-root-r10-candidate,会话领取任务
TRN-78FA8331EDDF,2026-07-23T16:51:15Z,R10,TASK-R10-008,STORY-R10-004,READY,IN_PROGRESS,SES-20260723T165113Z-58C6D99A,codex-root-r10-close,会话领取任务
TRN-0D008912F110,2026-07-23T16:58:09Z,R11,TASK-R11-001,STORY-R11-004,READY,IN_PROGRESS,SES-20260723T165808Z-606D1DDF,codex-root-r11-entry,会话领取任务
TRN-E1E762FB88A9,2026-07-23T17:12:21Z,R11,TASK-R11-002,STORY-R11-004,READY,IN_PROGRESS,SES-20260723T171219Z-D5E6B99E,codex-root-r11-data,会话领取任务
TRN-743E929AC5C1,2026-07-23T17:55:14Z,R11,TASK-R11-003,STORY-R11-004,READY,IN_PROGRESS,SES-20260723T175513Z-EFD4D365,codex-root-r11-backend,会话领取任务
TRN-3D723D39EAA7,2026-07-23T18:31:31Z,R11,TASK-R11-004,STORY-R11-002,READY,IN_PROGRESS,SES-20260723T183130Z-454A6E0D,codex-root-r11-client,会话领取任务
TRN-A3150050CD9D,2026-07-23T23:12:11Z,R11,TASK-R11-005,STORY-R11-004,READY,IN_PROGRESS,SES-20260723T231210Z-409B970E,codex-root-r11-test,会话领取任务
TRN-0C402220EEE8,2026-07-24T02:19:03Z,R11,TASK-R11-006,STORY-R11-004,READY,IN_PROGRESS,SES-20260724T021901Z-603D54F5,codex-root-r11-observability,会话领取任务
TRN-0FBCC795A4AD,2026-07-24T03:23:10Z,R11,TASK-R11-007,STORY-R11-004,READY,IN_PROGRESS,SES-20260724T032308Z-98D6D10A,codex-root-r11-candidate,会话领取任务
TRN-CFCB70247974,2026-07-24T11:06:13Z,R11,TASK-R11-008,STORY-R11-004,READY,IN_PROGRESS,SES-20260724T110611Z-0D26E8D5,codex-root-r11-close,会话领取任务
TRN-93DAF4407356,2026-07-24T14:48:33Z,R12,TASK-R12-001,STORY-R12-008,READY,IN_PROGRESS,SES-20260724T144831Z-B2E27A89,codex-root-r12-entry,会话领取任务
TRN-684AB934BA4C,2026-07-24T19:55:03Z,R12,TASK-R12-002,STORY-R12-008,READY,IN_PROGRESS,SES-20260724T195501Z-13F8DFDE,codex-root-r12-data,会话领取任务
TRN-B689C4DB262F,2026-07-24T23:57:51Z,R12,TASK-R12-002,STORY-R12-008,READY,IN_PROGRESS,SES-20260724T235749Z-6EC9DB09,codex-root-r12-data-20260725,会话领取任务
TRN-452B820154B9,2026-07-25T02:50:44Z,R12,TASK-R12-003,STORY-R12-008,READY,IN_PROGRESS,SES-20260725T025042Z-A53070A0,codex-root-r12-backend-20260725,会话领取任务
TRN-870A4682B8CC,2026-07-25T05:35:17Z,R12,TASK-R12-004,STORY-R12-001,READY,IN_PROGRESS,SES-20260725T053515Z-11D4084D,codex-root-r12-client-20260725,会话领取任务
