页面ID,平台,模块,页面名称,路由,页面形态,模板ID,业务目标,主要角色,访问规则,数据分级,入口路径,退出与返回,页面区域,字段规格,状态规格,动作规格,导航规则,刷新策略,分页策略,离线策略,关联需求,关联API,operationId,配置组,关键配置项,测试ID,UI参考,计划版本,DoR状态,成熟度
SCR-MYC-002,ANDROID,内容管理,草稿箱,/me/drafts,PAGE,MOB-LIST,草稿恢复删除,已登录且满足对应发布能力的内容发布者,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-MYC-002,catalogs/ui_page_states.csv#SCR-MYC-002,catalogs/ui_action_matrix.csv#SCR-MYC-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/me/drafts;DELETE /api/v1/contents/{id},contentGetMeDrafts;contentDeleteContentsById,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY;TST-PUBLISH_001-IDEMPOTENT;TST-CONTENT_002-IDEMPOTENT,TOKENS_ONLY/-,R12,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MYC-003,ANDROID,内容管理,内容管理详情,/me/contents/{id},PAGE,MOB-DETAIL,状态、审核、数据、道具、红包,已登录且满足对应发布能力的内容发布者,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-MYC-003,catalogs/ui_page_states.csv#SCR-MYC-003,catalogs/ui_action_matrix.csv#SCR-MYC-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/copy;GET /api/v1/contents/{id}/analytics,contentGetContentsById;contentPostContentsByIdCopy;contentGetContentsByIdAnalytics,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY;TST-PUBLISH_001-IDEMPOTENT;TST-CONTENT_002-IDEMPOTENT,TOKENS_ONLY/-,R12,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MYC-004,ANDROID,内容管理,审核记录,/me/contents/{id}/reviews,PAGE,MOB-LIST,历史和申诉,已登录且满足对应发布能力的内容发布者,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-MYC-004,catalogs/ui_page_states.csv#SCR-MYC-004,catalogs/ui_action_matrix.csv#SCR-MYC-004,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/contents/{id}/reviews,contentGetContentsByIdReviews,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY,TOKENS_ONLY/-,R12,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MYC-005,ANDROID,内容管理,内容数据,/me/contents/{id}/analytics,PAGE,MOB-LIST,流量和转化,已登录且满足对应发布能力的内容发布者,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-MYC-005,catalogs/ui_page_states.csv#SCR-MYC-005,catalogs/ui_action_matrix.csv#SCR-MYC-005,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PUBLISH-001;REQ-CONTENT-002,GET /api/v1/contents/{id}/analytics,contentGetContentsByIdAnalytics,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-PUBLISH_001-HAPPY;TST-CONTENT_002-HAPPY,TOKENS_ONLY/-,R12,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MSG-001,ANDROID,消息,消息中心,/messages,PAGE,MOB-HOME,聊天/通知/公告,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,登录后由底部导航、业务通知或深链进入,切换底部导航；返回键按应用根导航策略处理,顶栏|状态/资产摘要|模块化内容区|底部导航,catalogs/ui_page_fields.csv#SCR-MSG-001,catalogs/ui_page_states.csv#SCR-MSG-001,catalogs/ui_action_matrix.csv#SCR-MSG-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,模块独立加载和刷新；局部失败不清空成功模块；展示数据更新时间,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CHAT-001;REQ-NOTIFY-001,GET /api/v1/conversations;GET /api/v1/notifications;GET /api/v1/announcements,chatGetConversations;notificationGetNotifications;notificationGetAnnouncements,chat;notification,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days;notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-CHAT_001-HAPPY;TST-NOTIFY_001-HAPPY,TOKENS_ONLY/-,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-CHAT-001,ANDROID,消息,会话列表,/messages/chats,PAGE,MOB-CHAT-LIST,未读和最后消息,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题|搜索/筛选|会话列表|未读与状态|更多操作,catalogs/ui_page_fields.csv#SCR-CHAT-001,catalogs/ui_page_states.csv#SCR-CHAT-001,catalogs/ui_action_matrix.csv#SCR-CHAT-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-001;REQ-CHAT-002,GET /api/v1/conversations,chatGetConversations,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY,B07/P01-P08,R14,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-CHAT-002,ANDROID,消息,私聊页,/messages/chat/{conversationId},PAGE,MOB-CHAT-DETAIL,文本、图片、卡片,已登录用户；公开能力仅限文档明确的H5页面,是,HIGH,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,会话头|消息流|状态提示|输入区|附件/联系卡片,catalogs/ui_page_fields.csv#SCR-CHAT-002,catalogs/ui_page_states.csv#SCR-CHAT-002,catalogs/ui_action_matrix.csv#SCR-CHAT-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-001;REQ-CHAT-002,GET /api/v1/conversations/{id}/messages;POST /api/v1/conversations/{id}/messages;POST /api/v1/conversations/{id}/read,chatGetConversationsByIdMessages;chatPostConversationsByIdMessages;chatPostConversationsByIdRead,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_002-IDEMPOTENT,B07/P01-P08,R14,READY,FROZEN_CONSTRUCTION_V1.2.2
SHEET-CHAT-001,ANDROID,消息,发送联系方式,sheet://chat-contact,SHEET,MOB-SHEET,选择字段和备注,已登录用户；公开能力仅限文档明确的H5页面,是,HIGH,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#SHEET-CHAT-001,catalogs/ui_page_states.csv#SHEET-CHAT-001,catalogs/ui_action_matrix.csv#SHEET-CHAT-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-001;REQ-CHAT-002,POST /api/v1/conversations/{id}/messages,chatPostConversationsByIdMessages,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_002-IDEMPOTENT,B07/P01-P08,R14,READY,FROZEN_CONSTRUCTION_V1.2.2
SHEET-CHAT-002,ANDROID,消息,聊天举报,sheet://chat-report,SHEET,MOB-SHEET,消息证据,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#SHEET-CHAT-002,catalogs/ui_page_states.csv#SHEET-CHAT-002,catalogs/ui_action_matrix.csv#SHEET-CHAT-002,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-001;REQ-CHAT-002,POST /api/v1/conversations/{id}/report,chatPostConversationsByIdReport,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CHAT_001-HAPPY;TST-CHAT_002-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_002-IDEMPOTENT,B07/P01-P08,R14,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-NOTICE-001,ANDROID,消息,通知列表,/messages/notifications,PAGE,MOB-LIST,系统通知,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-NOTICE-001,catalogs/ui_page_states.csv#SCR-NOTICE-001,catalogs/ui_action_matrix.csv#SCR-NOTICE-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-NOTIFY-001,GET /api/v1/notifications;POST /api/v1/notifications/read-all,notificationGetNotifications;notificationPostNotificationsReadAll,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-NOTIFY_001-HAPPY;TST-NOTIFY_001-IDEMPOTENT,TOKENS_ONLY/-,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-NOTICE-002,ANDROID,消息,通知详情,/messages/notifications/{id},PAGE,MOB-DETAIL,业务跳转,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-NOTICE-002,catalogs/ui_page_states.csv#SCR-NOTICE-002,catalogs/ui_action_matrix.csv#SCR-NOTICE-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-NOTIFY-001,GET /api/v1/notifications;POST /api/v1/notifications/{id}/read,notificationGetNotifications;notificationPostNotificationsByIdRead,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-NOTIFY_001-HAPPY;TST-NOTIFY_001-IDEMPOTENT,TOKENS_ONLY/-,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-ANN-001,ANDROID,消息,公告列表,/messages/announcements,PAGE,MOB-LIST,平台公告,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-ANN-001,catalogs/ui_page_states.csv#SCR-ANN-001,catalogs/ui_action_matrix.csv#SCR-ANN-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-NOTIFY-001,GET /api/v1/announcements,notificationGetAnnouncements,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-NOTIFY_001-HAPPY,B07/P01-P08,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-ANN-002,ANDROID,消息,公告详情,/messages/announcements/{id},PAGE,MOB-DETAIL,富文本公告,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-ANN-002,catalogs/ui_page_states.csv#SCR-ANN-002,catalogs/ui_action_matrix.csv#SCR-ANN-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-NOTIFY-001,GET /api/v1/announcements/{id},notificationGetAnnouncementsById,notification,notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-NOTIFY_001-HAPPY,B07/P01-P08,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-ME-001,ANDROID,我的,我的首页,/me,PAGE,MOB-HOME,账号、会员、收益、功能入口,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,登录后由底部导航、业务通知或深链进入,切换底部导航；返回键按应用根导航策略处理,顶栏|状态/资产摘要|模块化内容区|底部导航,catalogs/ui_page_fields.csv#SCR-ME-001,catalogs/ui_page_states.csv#SCR-ME-001,catalogs/ui_action_matrix.csv#SCR-ME-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,模块独立加载和刷新；局部失败不清空成功模块；展示数据更新时间,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PUBLISHER-001,GET /api/v1/me;GET /api/v1/me/membership;GET /api/v1/me/reward-account,userGetMe;membershipGetMeMembership;rewardGetMeRewardAccount,auth;membership;withdrawal,auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required;membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled;withdrawal.min_amount_cent.normal;withdrawal.fee.fixed_cent.normal;withdrawal.fee.bps.normal;withdrawal.daily_count.normal;withdrawal.min_amount_cent.month;withdrawal.fee.fixed_cent.month;withdrawal.fee.bps.month;withdrawal.daily_count.month,TST-PUBLISHER_001-HAPPY,B08/P01-P08,R12,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-ME-002,ANDROID,我的,个人资料,/me/profile,PAGE,MOB-FORM,头像昵称简介,已登录用户；公开能力仅限文档明确的H5页面,是,HIGH,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,步骤/标题|字段分组|媒体上传|预览|底部保存/提交,catalogs/ui_page_fields.csv#SCR-ME-002,catalogs/ui_page_states.csv#SCR-ME-002,catalogs/ui_action_matrix.csv#SCR-ME-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-PUBLISHER-001,GET /api/v1/me;PATCH /api/v1/me/profile,userGetMe;userPatchMeProfile,auth,auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required,TST-PUBLISHER_001-HAPPY;TST-PUBLISHER_001-IDEMPOTENT,B08/P01-P08,R12,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-FAV-001,ANDROID,我的,我的收藏,/me/favorites,PAGE,MOB-LIST,收藏列表,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-FAV-001,catalogs/ui_page_states.csv#SCR-FAV-001,catalogs/ui_action_matrix.csv#SCR-FAV-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-ACTIVITY-001,GET /api/v1/me/favorites;DELETE /api/v1/contents/{id}/favorite,contentGetMeFavorites;contentDeleteContentsByIdFavorite,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-ACTIVITY_001-HAPPY;TST-ACTIVITY_001-IDEMPOTENT,B08/P01-P08,R13,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-HIS-001,ANDROID,我的,浏览记录,/me/history,PAGE,MOB-LIST,历史与清空,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-HIS-001,catalogs/ui_page_states.csv#SCR-HIS-001,catalogs/ui_action_matrix.csv#SCR-HIS-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-ACTIVITY-001,GET /api/v1/me/history,contentGetMeHistory,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-ACTIVITY_001-HAPPY,TOKENS_ONLY/-,R13,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-ORDER-001,ANDROID,订单,订单列表,/me/orders,PAGE,MOB-LIST,全部商品订单,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-ORDER-001,catalogs/ui_page_states.csv#SCR-ORDER-001,catalogs/ui_action_matrix.csv#SCR-ORDER-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-ORDER-001;REQ-NOREFUND-001,GET /api/v1/me/orders,orderGetMeOrders,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,TST-ORDER_001-HAPPY;TST-NOREFUND_001-HAPPY,B08/P01-P08,R16,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-ORDER-002,ANDROID,订单,订单详情,/me/orders/{id},PAGE,MOB-DETAIL,价格快照和状态,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-ORDER-002,catalogs/ui_page_states.csv#SCR-ORDER-002,catalogs/ui_action_matrix.csv#SCR-ORDER-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-ORDER-001;REQ-NOREFUND-001,GET /api/v1/me/orders/{orderNo},orderGetMeOrdersByOrderno,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,TST-ORDER_001-HAPPY;TST-NOREFUND_001-HAPPY,B08/P01-P08,R16,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MEMBER-001,ANDROID,会员,会员中心,/me/membership,PAGE,MOB-DETAIL,月季年SKU和权益,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-MEMBER-001,catalogs/ui_page_states.csv#SCR-MEMBER-001,catalogs/ui_action_matrix.csv#SCR-MEMBER-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,GET /api/v1/membership/skus;GET /api/v1/me/membership,membershipGetMembershipSkus;membershipGetMeMembership,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY,B11/P01-P08,R18,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MEMBER-002,ANDROID,会员,会员购买确认,/me/membership/buy/{skuId},PAGE,MOB-CHECKOUT,价格和协议,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,商品/金额摘要|权益/费用|协议确认|支付方式|主操作|结果查询,catalogs/ui_page_fields.csv#SCR-MEMBER-002,catalogs/ui_page_states.csv#SCR-MEMBER-002,catalogs/ui_action_matrix.csv#SCR-MEMBER-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,GET /api/v1/membership/skus;POST /api/v1/membership/orders,membershipGetMembershipSkus;membershipPostMembershipOrders,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY;TST-MEMBER_001-IDEMPOTENT;TST-MEMBER_002-IDEMPOTENT;TST-MEMBER_003-IDEMPOTENT,B11/P01-P08,R18,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-MEMBER-003,ANDROID,会员,会员升级,/me/membership/upgrade,PAGE,MOB-CHECKOUT,剩余价值补差,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,商品/金额摘要|权益/费用|协议确认|支付方式|主操作|结果查询,catalogs/ui_page_fields.csv#SCR-MEMBER-003,catalogs/ui_page_states.csv#SCR-MEMBER-003,catalogs/ui_action_matrix.csv#SCR-MEMBER-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-MEMBER-001;REQ-MEMBER-002;REQ-MEMBER-003,POST /api/v1/membership/upgrade-quotes;POST /api/v1/membership/upgrade-orders,membershipPostMembershipUpgradeQuotes;membershipPostMembershipUpgradeOrders,membership,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled,TST-MEMBER_001-HAPPY;TST-MEMBER_002-HAPPY;TST-MEMBER_003-HAPPY;TST-MEMBER_001-IDEMPOTENT;TST-MEMBER_002-IDEMPOTENT;TST-MEMBER_003-IDEMPOTENT,B11/P01-P08,R18,READY,FROZEN_CONSTRUCTION_V1.2.2
